business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Shree Jagannath Medical Store || Emergency Services 24*7 || Best Medicine Services || Free Home Delivery,24 Hour Pharmacy,Pharmacy,Pharmacy,721457,West Bengal Circle,South Bengal Region,Contai Division,"Gomunda SO, Akpura BO, Anikola BO",+91 94374 08731,N/A,4.7,13,"Salt Rd, Sunduri, Balasore, Odisha 756002",Sunduri,21.4781397,86.93609819999999,ChIJa_REp7L1HDoR4SC74HkK3rI,https://www.google.com/maps/place/?q=place_id:ChIJa_REp7L1HDoR4SC74HkK3rI,part_323,2026-09-20 20:23:17
