business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
MYPOD DETAILING STUDIO,Car Wash and Auto Detailing,Car wash,"Car wash, Bike wash",721456,West Bengal Circle,South Bengal Region,Contai Division,"Argoal SO, Arjunnagar BO, Bamanbarh BO",+91 98869 50617,https://mypodstudio.in/customer/index.html,4.8,,"Dharmatala pachuriya jodthbhim, near Chat hut Mother dairy, opposite tripti hotel, Action Area I, ||, Newtown, Kolkata, Baligori, West Bengal 743502","Action Area I, ||, Newtown",22.5646076,88.48386029999999,ChIJQ0k1Qu0LAjoRIvC2C8GSIhQ,https://www.google.com/maps/place/?q=place_id:ChIJQ0k1Qu0LAjoRIvC2C8GSIhQ,part_323,2026-09-20 20:22:35
