business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Aditya Taxi Service Kolkata||Taxi Service in Kolkata||Taxi Service in Kolkata||Newtown|| Airport,Taxi Service and Car Rental,Transportation service,Transportation service,721607,West Bengal Circle,South Bengal Region,Tamluk Division,"Haldia TS SO, Haldia Port BO",+91 98307 41922,https://adityataxiservice.co.in/,5,,"Wellington Square, 272, Mott Ln, Esplanade, Taltala, Kolkata, West Bengal 700013","Esplanade, Taltala",22.563031,88.35845119999999,ChIJkwg3WQB3AjoRKP_NrbxIoRM,https://www.google.com/maps/place/?q=place_id:ChIJkwg3WQB3AjoRKP_NrbxIoRM,part_323,2026-09-20 20:38:09
