business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Rohini Dental Care || By Dr Anish Das,Dental Clinic,Dental clinic,Dental clinic,721517,West Bengal Circle,South Bengal Region,Midnapore Division,"Tapsia SO, Aguiboni BO, Ambi BO",+91 62970 76157,https://sites.google.com/view/rohinidentalcare/home,5,39,"Mansatala Road, SANKRAIL, Rohini, West Bengal 721143",SANKRAIL,22.162111,87.0902819,ChIJb6ZPxoUTHToRc5WPSRHopdE,https://www.google.com/maps/place/?q=place_id:ChIJb6ZPxoUTHToRc5WPSRHopdE,part_323,2026-09-20 20:33:42
