business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Roofwox Roofing | Standing Seam | Roof Sheet | Decking Sheet | Purlins | PUF Panels | PEB Building.,Roofing Sheet Supplier,Roofing contractor,"Roofing contractor, Metal construction company, Metal fabricator",733141,West Bengal Circle,North Bengal Region,Dinajpur Division,"Gopalganj SO, Angina BO, Ashokegram BO",+91 94057 37574,https://www.roofwox.com/,4.9,10,"G - 4, SAKAR COMPLEX (1, near Dabhoi Dasha Lad Bhavan, Madhuvan Society, Jalram Nagar, Madhavpura, Vadodara, Gujarat 390019","Madhuvan Society, Jalram Nagar, Madhavpura",22.3065241,73.2409404,ChIJfeakSC3PXzkR3obGpULkt_k,https://www.google.com/maps/place/?q=place_id:ChIJfeakSC3PXzkR3obGpULkt_k,part_327,2026-09-20 20:38:56
