business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr DIPANKAR PODDAR | BEST AESTHETIC DERMATOLOGIST IN SILIGURI,Skin Clinic and Dermatologist,Skin care clinic,"Skin care clinic, Dermatologist",734005,West Bengal Circle,North Bengal Region,Darjeeling Division,"Siliguri Bazar SO, Jyotinagar BO",N/A,https://www.drdipankarpoddar.com/,5,1,"2ND FLOOR, ANJALI PLAZA, Noukaghat Rd, Ward 31, MORE, Babupara, Siliguri, West Bengal 734005","Ward 31, MORE, Babupara",26.690791299999997,88.4122539,ChIJs_BypTtD5DkRrhdSmfvDQec,https://www.google.com/maps/place/?q=place_id:ChIJs_BypTtD5DkRrhdSmfvDQec,part_328,2026-09-20 20:18:41
