business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
InfoSky Solutions - Website Design Company in Kolkata | Domain Registration | Web Hosting | VPS | Bulk Message Service,Digital Marketing Agencies,Website designer,"Website designer, Software company, Web hosting company",734209,West Bengal Circle,North Bengal Region,Darjeeling Division,"Sonada SO, Balasun BO, Moonda Koti BO",N/A,https://www.infoskysolutions.com/,4.8,,"51/44, Dum Dum Rd, Harakali Colony, Bahiragath Colony, Jawpur, Dum Dum, South Dumdum, West Bengal 700074","Harakali Colony, Bahiragath Colony, Jawpur, Dum Dum",22.6190385,88.3990898,ChIJh2x2nfud-DkRJWoX55lrsLc,https://www.google.com/maps/place/?q=place_id:ChIJh2x2nfud-DkRJWoX55lrsLc,part_328,2026-09-20 20:30:50
