business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Entrance Academy | IIT-JEE | NEET | BOARDS | Class 6 to 12,NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Test preparation center, Educational institution, Tutoring service",721253,West Bengal Circle,South Bengal Region,Midnapore Division,"Satbankura SO, Akchara BO, Barpara BO",+91 90072 56664,https://entranceacademy.com/,5,93,"1/6A, Kali Bari Ln, Jadavpur, Kolkata, West Bengal 700032",Jadavpur,22.4936644,88.3693857,ChIJ-Q-MmudxAjoRHa2LXOODtHU,https://www.google.com/maps/place/?q=place_id:ChIJ-Q-MmudxAjoRHa2LXOODtHU,part_322,2026-09-20 20:21:58
