business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
GP HOME FINANCE | HOME LOAN | COMMERCIAL LOAN | MORTGAGE LOAN,Home Loan DSA and Loan Consultant,Loan agency,Loan agency,736145,West bengal circle,North Bengal Region,Cooch Behar Division,"Bajejama Pakhihaga BO, Baranatabari BO, Hatiram Salbari BO",+91 90280 88862,N/A,4.9,18,"2nd Floor, Shree Siddhi Manora Building, Office No 203, Agashi Rd, above IDBI Bank, near Petrol Pump, Doghar Pada, Sheetal Nagar, Virar West, Vasai-Virar, Maharashtra 401303","Doghar Pada, Sheetal Nagar, Virar West",19.4515544,72.8066511,ChIJh1Ei6G2p5zsRuL7MWDfWA2s,https://www.google.com/maps/place/?q=place_id:ChIJh1Ei6G2p5zsRuL7MWDfWA2s,part_330,2026-09-20 20:24:24
