business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
SolarDay || Best Solar System Provider in West Bengal || Best Solar System Provider in Kolkata,Solar Rooftop and Inverter Dealer,Solar Energy Company,"Solar Energy Company, Energy advisory service",736159,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Tufanganj SO, Andaranfulbari West BO, Balabhut BO",+91 89004 47886,https://solarday.in/,5,42,"Krishna Bati, Gourhati, Arambagh, West Bengal 712613",736159,22.7753604,87.80850129999999,ChIJYyJZ-VwT-DkRFf6rrRCvwe8,https://www.google.com/maps/place/?q=place_id:ChIJYyJZ-VwT-DkRFf6rrRCvwe8,part_330,2026-09-20 20:27:52
