business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
N.G.garments,Luxury Clothing Shops,Clothing store,Clothing store,736172,West bengal circle,North Bengal Region,Cooch Behar Division,"Mahishmuri BO, Shibpur BO, Gossairhat Bandar SO",+91 98320 29681,N/A,5,2,"Khagrabari chowpathy; NH 17, Cooch Behar, West Bengal 736179",Khagrabari,26.345295,89.44755049999999,ChIJfT8GC2P_4jkRznFQhJakncI,https://www.google.com/maps/place/?q=place_id:ChIJfT8GC2P_4jkRznFQhJakncI,part_330,2026-09-20 20:33:32
