business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
| False Ceiling Contractors | CeilingDesigns | Best Price,False Ceiling Contractor,Gypsum Product Supplier,Gypsum Product Supplier,736206,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Saontalpur SO, Bakla Schooldanga BO, Baniadabri BO",N/A,N/A,,,"Shahu mall, Prayag Chikali, Ambewadi, Maharashtra 416229",Prayag Chikali,16.715809699999998,74.20480429999999,ChIJ82_mG0SrwTsRubTd3zP9xhk,https://www.google.com/maps/place/?q=place_id:ChIJ82_mG0SrwTsRubTd3zP9xhk,part_330,2026-09-20 20:40:23
