business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Balaji Consultancy,B2B Appointment-Setting Agencies,Unemployment office,Unemployment office,736160,West Bengal Circle,North Bengal Region,Cooch Behar Division,"Tufanganj New Town SO, Andaran Fulbari BO, Bilshi BO",+91 94743 80661,http://www.balajiconsultancy.co/,4.3,43,"Behind: Gurudwara;beside:mahindra auto link, Nabin Sen Rd, Siliguri, West Bengal 734001","Raghunath Pur, Purulia, Janta Nagar",26.7199453,88.4247243,ChIJVaMeJStB5DkRVrhLUB3h8G4,https://www.google.com/maps/place/?q=place_id:ChIJVaMeJStB5DkRVrhLUB3h8G4,part_330,2026-09-20 20:28:58
