business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Detailing Devils Jamshedpur | Premium Car Wash, Car Ceramic Coating, PPF & Detailing",Car Wash and Auto Detailing,Auto restoration service,"Auto restoration service, Auto body shop",723152,West Bengal Circle,South Bengal Region,Purulia Division,"Bagmundi SO, Ajodhya Hill BO, Birgram BO",N/A,https://www.detailingdevils.com/detailing-studios/jamshedpur,4,18,"shop no 1,2,3&4, Sai Regency Chowk, in front of Mathura Palce, Dimna, Mango, Jamshedpur, Jharkhand 831012","Dimna, Mango",22.8370195,86.2341734,ChIJvy437xnj9TkRmesPUWpfTUQ,https://www.google.com/maps/place/?q=place_id:ChIJvy437xnj9TkRmesPUWpfTUQ,part_325,2026-09-20 20:39:33
