business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
M K VENTURES | Mortagage Loan In Kolkata | Home Loan In Kolkata | Business Loan in Kolkata | Personal Loan in Kolkata,Home Loan DSA and Loan Consultant,Loan agency,"Loan agency, Financial consultant, Financial institution, Financial planner, Insurance agency, Mortgage lender",723132,West Bengal Circle,South Bengal Region,Purulia Division,"Panchakotraj SO, Bansraya BO, Damankiary BO",+91 98300 71980,https://www.mkventures.net.in/,4.8,,"5th Floor, 83, Shyama Prasad Mukherjee Rd, Manoharpukur, Kalighat, Kolkata, West Bengal 700026","Manoharpukur, Kalighat",22.5203941,88.3470864,ChIJHXTh7zN3AjoR3YFOEryrfaE,https://www.google.com/maps/place/?q=place_id:ChIJHXTh7zN3AjoR3YFOEryrfaE,part_325,2026-09-20 20:32:35
