business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Decorify India | Baloon Decoration,Balloon Decorator,Balloon artist,"Balloon artist, Service establishment",721144,West Bengal Circle,South Bengal Region,Midnapore Division,"Sabang SO, Andulia BO, Barjagu BO",N/A,https://decorifyindia.com/,5,,"Decorify India | Baloon Decoration, 721144, India",721144,28.6440837,77.0932314,ChIJz4_rSe3ICAwRnljhYhaZFT0,https://www.google.com/maps/place/?q=place_id:ChIJz4_rSe3ICAwRnljhYhaZFT0,part_321,2026-09-20 20:33:48
