business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Build And Gain - Web Design | Digital Marketing| Branding | SEO & SMO,Lead Generation Agencies,Website designer,"Website designer, E-commerce service, Graphic designer, Internet marketing service, Marketing consultant, Software company, Web hosting company",731234,West bengal circle,Kolkata Region,Birbhum Division,"Bagdola BO, Barasija BO, Basudevpur BO",+91 99339 60989,https://www.buildandgain.com/,5,110,"5/19 Sriniketan Housing, Durgapur, West Bengal 713203",731234,23.582993,87.2704327,ChIJ2fUdfiJt9zkRDaN1UfwXDu4,https://www.google.com/maps/place/?q=place_id:ChIJ2fUdfiJt9zkRDaN1UfwXDu4,part_326,2026-09-20 20:30:30
