business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"CAREER POINT , BIKANER | Best NEET, IIT-JEE COACHING IN BIKANER",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Educational institution",731220,West bengal circle,Kolkata Region,Birbhum Division,"Barla BO, Debagram BO, Diha BO",+91 86909 90951,https://careerpoint.ac.in/center/bikaner#applynow,5,183,"Patel Nagar, Rd heights, Purani shiv Badi Rd, Bikaner, Rajasthan 334001",Sardar Patel Colony,28.0051556,73.33663159999999,ChIJkSOddkTnPzkRNf25Pbvlr5A,https://www.google.com/maps/place/?q=place_id:ChIJkSOddkTnPzkRNf25Pbvlr5A,part_326,2026-09-20 20:26:44
