business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"𝗗𝗲𝘃 𝗧𝗿𝗮𝗰𝘁𝗼𝗿𝘀 𝗞𝗮𝗽𝗮𝗱𝘃𝗮𝗻𝗷 (𝗙𝗮𝗿𝗺𝘁𝗿𝗮𝗰) || Tractor Sale, Tractor Spare Parts, Tractor Sale and Services",Commercial Vehicle and Tractor Dealer,Tractor dealer,"Tractor dealer, Service establishment",731302,West bengal circle,Kolkata Region,Birbhum Division,"Aligram BO, Brahmandihi BO, Brahmanpara BO",+91 89800 86505,N/A,5,5,"𝗗𝗲𝘃 𝗧𝗿𝗮𝗰𝘁𝗼𝗿𝘀 𝗞𝗮𝗽𝗮𝗱𝘃𝗮𝗻𝗷 (𝗙𝗮𝗿𝗺𝘁𝗿𝗮𝗰) || Tractor Sale, Tractor Spare Parts, Tractor Sale and Services, 731302, India",731302,21.0680074,82.7525294,ChIJ9Qqu1uVtXjkRO35ZijWWuaA,https://www.google.com/maps/place/?q=place_id:ChIJ9Qqu1uVtXjkRO35ZijWWuaA,part_326,2026-09-20 20:37:00
