business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
PD Event Management || best event organiser in kanchrapara,Corporate Event Planner,Event management company,"Event management company, Balloon artist, Caterer",731222,West bengal circle,Kolkata Region,Birbhum Division,"Ambhua BO, Bahutali BO, Bandhaipur BO",+91 70032 33653,N/A,4.6,9,"Bagmore, Rathtala, Kanchrapara, West Bengal 743145","Block B, Rathtala",22.9570148,88.42446629999999,ChIJ____v-2U-DkRnTYS4-OGTvI,https://www.google.com/maps/place/?q=place_id:ChIJ____v-2U-DkRnTYS4-OGTvI,part_326,2026-09-20 20:27:50
